userid,bus_or_ped,busdestination,inside_or_outside,tripid,totalseats,totalpassengercount,totalfemalecount,emptyseats,location,timestamp,date,time,surveyid,gender,age,companions,educational_attainment,origin,destinations,trip_purpose,modesecurity,pointsecurity,importance_safety,mostsafe,leastsafe,rfid_opinion,mostsafe,leastsafe,selectelement
edgardsgn,Van,El Rosario,Dentro CETRAM,T5517633,15,0,0,0,19.50488 -99.20072,16/07/2013 18:13:05,7/16/13,6:13:05 PM,F1888780,female,18-24,None,Secundaria,Azcapotzalco,Azcapotzalco,Compra,3,5,5 (Muy importante),BRT,Peseros,No se,,,
edgardsgn,Van,Mexipuerto,Fuera CETRAM,T2096189,15,0,0,0,19.52441 -99.20831,11/7/13 17:01,7/11/13,5:01:25 PM,M7083402,male,25-44,None,Licenciatura,Azcapotzalco,Tlalnepantla de Baz,Trabajo,3,3,5 (Muy importante),Metro,Peseros,No se,,,
edgardsgn,Van,El Rosario,Fuera CETRAM,T5288093,15,0,0,0,19.52355 -99.20731,10/7/13 13:21,7/10/13,1:21:50 PM,F6017937,female,45-64,None,Preparatoria,Benito Juarez,Atizapan de Zaragoza,Trabajo,3,3,5 (Muy importante),Metro,Peseros,No se,,,
edgardsgn,Van,Mexico Nueva,Dentro CETRAM,T9784818,15,0,0,0,19.51087 -99.20073,12/7/13 12:50,7/12/13,12:50:05 PM,M8455324,male,45-64,1 to 2,Preparatoria,Benito Juarez,Naucalpan de Juarez,Recreacion,3,4,5 (Muy importante),Metro,Peseros,No se,,,
edgardsgn,Van,El Rosario,Dentro CETRAM,T5517633,15,0,0,0,19.50493 -99.2007,16/07/2013 18:09:38,7/16/13,6:09:38 PM,M7506687,male,0-17,None,Secundaria,Cuautitlan Izcalli,Cuauhtemoc,Recreacion,3,4,5 (Muy importante),Metro,Peseros,No se,,,
edgardsgn,Van,El Rosario,Fuera CETRAM,T5288093,15,0,0,0,19.5092 -99.20972,10/7/13 13:14,7/10/13,1:14:52 PM,F4692324,female,65+,1 to 2,Licenciatura,Miguel Hidalgo,Atizapan de Zaragoza,Otro,3,1,5 (Muy importante),Metro,Peseros,No se,,,
edgardsgn,Van,El Rosario,Fuera CETRAM,T9316341,15,13,4,-3,19.52531 -99.2219,10/7/13 14:35,7/10/13,2:35:21 PM,F6260565,female,45-64,None,Preparatoria,Nicolas Romero,Azcapotzalco,Trabajo,3,4,5 (Muy importante),Taxi,Peseros,No se,,,
edgardsgn,Van,El Rosario,Dentro CETRAM,T5517633,15,0,0,0,19.50486 -99.20074,16/07/2013 18:21:33,7/16/13,6:21:33 PM,F7294344,female,18-24,None,Licenciatura,Tlalnepantla de Baz,Atizapan de Zaragoza,Estudio,3,5,5 (Muy importante),Metro,Peseros,No se,,,
edgardsgn,Van,Mexipuerto,Fuera CETRAM,T2096189,15,0,0,0,19.51608 -99.21522,11/7/13 17:03,7/11/13,5:03:52 PM,M4731675,male,45-64,None,Preparatoria,Tlalnepantla de Baz,Tlalnepantla de Baz,Trabajo,3,3,5 (Muy importante),Trolebus,Peseros,No se,,,
edgardsgn,Van,El Rosario,Dentro CETRAM,T5517633,15,0,0,0,19.5049 -99.20071,16/07/2013 18:12:05,7/16/13,6:12:05 PM,F5892195,female,25-44,None,Preparatoria,Tultitlan,Azcapotzalco,Trabajo,3,5,5 (Muy importante),Metro,Trolebus,No se,,,
fracwalo,Van,Heroes Tecamec,Fuera CETRAM,T2914284,15,3,2,12,19.64651 -99.10163,7/14/13 17:34,7/14/13,5:34:13 PM,M0964614,male,25-44,1 to 2,Preparatoria,Coacalco de Berriozal,Coacalco de Berriozal,Otro,3,3,5 (Muy importante),Taxi,Trolebus,3,,,
fracwalo,Van,Heroes Tecamec,Fuera CETRAM,T2914284,15,3,2,12,19.63958 -99.10316,7/14/13 17:32,7/14/13,5:32:37 PM,F2264371,female,25-44,1 to 2,Licenciatura,Coacalco de Berriozal,Coacalco de Berriozal,Otro,3,3,5 (Muy importante),Metro,Taxi,3,,,
fracwalo,Van,Mexipuerto,Fuera CETRAM,T4634150,15,0,0,0,19.64396 -99.10028,7/11/13 17:53,7/11/13,5:53:58 PM,M2150395,male,18-24,None,Preparatoria,Coacalco de Berriozal,Coacalco de Berriozal,Recreacion,3,3,5 (Muy importante),BRT,Peseros,3,,,
fracwalo,Van,Mexipuerto,Fuera CETRAM,T4634150,15,0,0,0,19.63835 -99.10116,7/11/13 17:59,7/11/13,5:59:15 PM,F2875371,female,0-17,1 to 2,Preparatoria,Coacalco de Berriozal,Ecatepec de Morelos,Otro,3,3,5 (Muy importante),Metro,BRT,5,,,
fracwalo,Van,Mexipuerto,Fuera CETRAM,T2404193,15,6,1,9,19.62276 -99.07381,7/14/13 18:03,7/14/13,6:03:04 PM,M5088504,male,25-44,1 to 2,Secundaria,Coacalco de Berriozal,Ecatepec de Morelos,Recreacion,3,3,5 (Muy importante),Metro,Peseros,4,,,
fracwalo,Van,Mexipuerto,Fuera CETRAM,T2404193,15,6,1,9,19.61775 -99.06752,7/14/13 18:06,7/14/13,6:06:42 PM,M9523849,male,45-64,None,Preparatoria,Coacalco de Berriozal,Ecatepec de Morelos,Recreacion,3,1,5 (Muy importante),Metro,Peseros,4,,,
fracwalo,Van,Mexipuerto,Fuera CETRAM,T4634150,15,4,0,11,19.61337 -99.06059,7/11/13 18:25,7/11/13,6:25:12 PM,F9506519,female,45-64,None,Secundaria,Coacalco de Berriozal,Nezahualcoyotl,Trabajo,3,2,5 (Muy importante),Peseros,Peseros,3,,,
fracwalo,Van,Mexipuerto,Fuera CETRAM,T2404193,15,6,2,9,19.63901 -99.09976,7/14/13 17:53,7/14/13,5:53:51 PM,F0982378,female,45-64,None,Licenciatura,Coacalco de Berriozal,Tecamec,Trabajo,3,2,5 (Muy importante),Metro,Peseros,3,,,
fracwalo,Van,Mexipuerto,Fuera CETRAM,T4634150,15,4,0,11,19.62432 -99.07645,7/11/13 18:21,7/11/13,6:21:37 PM,M3277173,male,0-17,1 to 2,Preparatoria,Cuauhtemoc,Coacalco de Berriozal,Trabajo,3,1,1 (Muy poco importante),BRT,,3,,,
fracwalo,Van,Heroes Tecamec,Fuera CETRAM,T1764694,15,0,0,0,19.63506 -99.09913,7/11/13 17:19,7/11/13,5:19:42 PM,F9806963,female,45-64,None,Preparatoria,Ecatepec de Morelos,Coacalco de Berriozal,Otro,3,3,5 (Muy importante),BRT,Taxi,5,,,
fracwalo,Van,Heroes Tecamec,Fuera CETRAM,T7670473,15,8,5,7,19.61325 -99.04521,7/12/13 17:45,7/12/13,5:45:09 PM,F4730429,female,18-24,1 to 2,Licenciatura,Ecatepec de Morelos,Ecatepec de Morelos,Recreacion,3,3,5 (Muy importante),BRT,Trolebus,3,,,
fracwalo,Van,Heroes Tecamec,Fuera CETRAM,T7670473,15,8,5,7,19.61312 -99.04911,7/12/13 17:47,7/12/13,5:47:00 PM,M0632018,male,18-24,1 to 2,Licenciatura,Ecatepec de Morelos,Ecatepec de Morelos,Recreacion,3,2,5 (Muy importante),Taxi,Peseros,4,,,
fracwalo,Van,Heroes Tecamec,Fuera CETRAM,T7670473,15,8,5,7,19.54443 -99.04165,7/12/13 18:28,7/12/13,6:28:35 PM,M6910694,male,25-44,None,Secundaria,Ecatepec de Morelos,Ecatepec de Morelos,Trabajo,3,1,5 (Muy importante),Metro,Peseros,No se,,,
fracwalo,Van,Heroes Tecamec,Fuera CETRAM,T7548862,15,1,1,14,19.54067 -99.03114,7/16/13 16:44,7/16/13,4:44:30 PM,F9908626,female,25-44,None,Secundaria,Ecatepec de Morelos,Ecatepec de Morelos,Recreacion,3,1,5 (Muy importante),Metro,Peseros,No se,,,
fracwalo,Van,Heroes Tecamec,Fuera CETRAM,T1764694,15,0,0,0,19.5526 -99.05137,7/11/13 16:44,7/11/13,4:44:40 PM,M6429215,male,0-17,None,Preparatoria,Ecatepec de Morelos,Ecatepec de Morelos,Otro,3,3,5 (Muy importante),BRT,Peseros,3,,,
fracwalo,Van,Heroes Tecamec,Fuera CETRAM,T1764694,15,0,0,0,19.54432 -99.03865,7/11/13 16:38,7/11/13,4:38:26 PM,M3815405,male,18-24,None,Preparatoria,Ecatepec de Morelos,Ecatepec de Morelos,Estudio,3,2,4,BRT,Peseros,3,,,
fracwalo,Van,Heroes Tecamec,Dentro CETRAM,T1697909,15,6,3,9,19.5571 -99.05164,7/15/13 16:56,7/15/13,4:56:34 PM,F6953003,female,25-44,1 to 2,Secundaria,Ecatepec de Morelos,Ecatepec de Morelos,Compra,3,1,5 (Muy importante),BRT,Peseros,3,,,
fracwalo,Van,Mexipuerto,Fuera CETRAM,T3735365,15,4,0,11,19.54772 -99.05227,7/10/13 18:11,7/10/13,6:11:08 PM,F9676995,female,18-24,1 to 2,Preparatoria,Ecatepec de Morelos,Ecatepec de Morelos,Trabajo,3,2,5 (Muy importante),Metro,Taxi,5,,,
fracwalo,Van,Mexipuerto,Fuera CETRAM,T2404193,15,12,1,3,19.59893 -99.04416,7/14/13 18:16,7/14/13,6:16:55 PM,M6711934,male,45-64,None,Licenciatura,Ecatepec de Morelos,Ecatepec de Morelos,Otro,3,2,5 (Muy importante),Metro,Taxi,3,,,
fracwalo,Van,Mexipuerto,Fuera CETRAM,T2404193,15,5,0,10,19.54801 -99.04949,7/14/13 18:30,7/14/13,6:30:04 PM,M9756051,male,18-24,None,Preparatoria,Ecatepec de Morelos,Ecatepec de Morelos,Recreacion,3,3,4,Taxi,Peseros,3,,,
fracwalo,Van,Heroes Tecamec,Fuera CETRAM,T7670473,15,8,5,7,19.61712 -99.02348,7/12/13 17:38,7/12/13,5:38:02 PM,M6936577,male,18-24,1 to 2,Preparatoria,Ecatepec de Morelos,Gustavo A. Madero,Otro,3,3,5 (Muy importante),BRT,Peseros,3,,,
fracwalo,Van,Heroes Tecamec,Fuera CETRAM,T7548862,15,9,4,6,19.6064 -99.03579,7/16/13 17:14,7/16/13,5:14:50 PM,M9324756,male,25-44,3 to 4,Secundaria,Ecatepec de Morelos,Tecamec,Trabajo,3,3,5 (Muy importante),,,3,,,
fracwalo,Van,Heroes Tecamec,Dentro CETRAM,T4106652,15,0,0,0,19.54432 -99.03865,7/13/13 16:46,7/13/13,4:46:57 PM,F9137738,female,18-24,3 to 4,Preparatoria,Ecatepec de Morelos,Tecamec,Otro,3,2,5 (Muy importante),Metro,Peseros,3,,,
fracwalo,Van,Heroes Tecamec,Dentro CETRAM,T1697909,15,4,2,11,19.53457 -99.0279,7/15/13 16:34,7/15/13,4:34:29 PM,F7251570,female,18-24,None,Preparatoria,Ecatepec de Morelos,Tecamec,Otro,3,4,5 (Muy importante),Trolebus,Peseros,5,,,
fracwalo,Van,Heroes Tecamec,Dentro CETRAM,T1626315,15,13,5,2,19.62183 -99.02728,7/15/13 17:16,7/15/13,5:16:57 PM,F0101013,female,65+,1 to 2,Primaria,Iztapalapa,Ecatepec de Morelos,Estudio,3,5,5 (Muy importante),Metro,Taxi,3,,,
fracwalo,Van,Mexipuerto,Fuera CETRAM,T4634150,15,0,0,0,19.65269 -99.10039,7/11/13 17:49,7/11/13,5:49:11 PM,F4818940,female,25-44,1 to 2,Preparatoria,Tecamec,Ecatepec de Morelos,Recreacion,3,1,5 (Muy importante),,Peseros,3,,,
fracwalo,Van,Mexipuerto,Fuera CETRAM,T4634150,15,0,0,0,19.65249 -99.10039,7/11/13 17:52,7/11/13,5:52:14 PM,M3223164,male,25-44,None,Licenciatura,Tecamec,Ecatepec de Morelos,Trabajo,3,3,5 (Muy importante),BRT,Peseros,3,,,
fracwalo,Van,Mexipuerto,Fuera CETRAM,T3735365,15,0,0,0,19.64031 -99.05392,7/10/13 17:38,7/10/13,5:38:13 PM,F6932145,female,25-44,None,Secundaria,Tecamec,Ecatepec de Morelos,Trabajo,3,3,5 (Muy importante),Peseros,Taxi,5,,,
fracwalo,Van,Mexipuerto,Fuera CETRAM,T3735365,15,0,0,0,19.63588 -99.03507,7/10/13 17:31,7/10/13,5:31:37 PM,F8897757,female,25-44,1 to 2,Licenciatura,Tecamec,Ecatepec de Morelos,Otro,3,3,5 (Muy importante),Metro,Peseros,3,,,
fracwalo,Van,Mexipuerto,Fuera CETRAM,T3735365,15,0,0,0,19.63024 -99.04729,7/10/13 17:35,7/10/13,5:35:54 PM,F3078357,female,25-44,None,Secundaria,Tecamec,Ecatepec de Morelos,Compra,3,3,5 (Muy importante),Peseros,Peseros,5,,,
fracwalo,Van,Mexipuerto,Dentro CETRAM,T3851965,15,4,2,11,19.63033 -99.01794,7/15/13 17:50,7/15/13,5:50:21 PM,F6922031,female,25-44,None,Licenciatura,Tecamec,Tecamec,Estudio,3,3,5 (Muy importante),Metro,Peseros,3,,,
fracwalo,Van,Heroes Tecamec,Fuera CETRAM,T1764694,15,0,0,0,19.56004 -99.04809,7/11/13 16:46,7/11/13,4:46:50 PM,F1736924,female,25-44,None,Preparatoria,Tultitlan,Ecatepec de Morelos,Trabajo,3,2,5 (Muy importante),,Peseros,4,,,
gabrielghv1,Van,Mexico Nueva,Dentro CETRAM,T6319889,15,10,3,5,19.52246 -99.22755,12/7/13 17:49,7/12/13,5:49:05 PM,F5781809,female,45-64,None,Licenciatura,Alvaro Obregon,Atizapan de Zaragoza,Trabajo,3,2,5 (Muy importante),Metro,Peseros,No se,,,
gabrielghv1,Van,El Rosario,Dentro CETRAM,T8966906,15,9,5,6,19.55244 -99.24121,12/7/13 18:29,7/12/13,6:29:39 PM,M1188730,male,45-64,None,Primaria,Atizapan de Zaragoza,Atizapan de Zaragoza,Trabajo,3,3,5 (Muy importante),Peseros,Peseros,No se,,,
gabrielghv1,Van,Mexico Nueva,Dentro CETRAM,T6313321,15,0,0,0,19.44199 -99.20441,7/10/13 13:06,7/10/13,1:06:57 PM,M1465073,male,0-17,None,Preparatoria,Atizapan de Zaragoza,Azcapotzalco,Estudio,3,3,5 (Muy importante),Metro,Peseros,3,,,
gabrielghv1,Van,El Rosario,Dentro CETRAM,T8966906,15,4,3,11,19.55021 -99.23599,12/7/13 18:54,7/12/13,6:54:47 PM,M0208072,male,45-64,None,Preparatoria,Atizapan de Zaragoza,Tlalpan,Trabajo,3,4,5 (Muy importante),Metro,Peseros,4,,,
gafalda18,Van,El Rosario,Fuera CETRAM,T0829534,15,10,4,5,19.53124 -99.2248,7/11/13 13:31,7/11/13,1:31:11 PM,F5041367,female,18-24,1 to 2,Preparatoria,Atizapan de Zaragoza,Azcapotzalco,Recreacion,3,2,5 (Muy importante),Taxi,BRT,3,,,
gafalda18,Van,El Rosario,Fuera CETRAM,T0829534,15,11,4,4,19.54496 -99.23545,7/11/13 13:26,7/11/13,1:26:02 PM,F5267413,female,45-64,None,Licenciatura,Atizapan de Zaragoza,Tlalnepantla de Baz,Otro,3,1,5 (Muy importante),Taxi,BRT,3,,,
homer.324.er,Van,Mexico Nueva,Dentro CETRAM,T6267711,15,0,0,0,19.53366 -99.22468,16/07/2013 16:50:46,7/16/13,4:50:46 PM,F1788927,female,45-64,None,Secundaria,Azcapotzalco,Atizapan de Zaragoza,Trabajo,3,3,5 (Muy importante),Metro,Peseros,No se,,,
homer.324.er,Van,Mexico Nueva,Dentro CETRAM,T6267711,15,0,0,0,19.53101 -99.22274,16/07/2013 16:50:01,7/16/13,4:50:01 PM,F3244858,female,45-64,None,Licenciatura,Azcapotzalco,Atizapan de Zaragoza,Trabajo,3,3,5 (Muy importante),Metro,Taxi,No se,,,
homer.324.er,Van,Mexico Nueva,Dentro CETRAM,T2109198,15,0,0,0,19.50488 -99.20086,16/07/2013 16:23:57,7/16/13,4:23:57 PM,M6533071,male,18-24,None,Preparatoria,Tecamec,Atizapan de Zaragoza,Trabajo,3,1,5 (Muy importante),BRT,Peseros,3,,,
homer.324.er,Van,Mexico Nueva,Dentro CETRAM,T6267711,15,0,0,0,19.50488 -99.20086,16/07/2013 16:48:19,7/16/13,4:48:19 PM,M5331535,male,18-24,None,Preparatoria,Venustiano Carranza,Atizapan de Zaragoza,Trabajo,3,4,5 (Muy importante),Metro,Taxi,No se,,,
homer.324.er,Van,Mexico Nueva,Dentro CETRAM,T2109198,15,0,0,0,19.50488 -99.20086,16/07/2013 16:30:45,7/16/13,4:30:45 PM,M9052176,male,18-24,None,Licenciatura,Venustiano Carranza,Atizapan de Zaragoza,Trabajo,3,3,5 (Muy importante),Metro,Peseros,No se,,,
japhet.sh,Van,Heroes Tecamec,Dentro CETRAM,T5000751,15,9,6,6,19.54485 -99.04014,7/14/13 12:55,7/14/13,12:55:09 PM,F3432944,female,25-44,1 to 2,Preparatoria,Ecatepec de Morelos,Ecatepec de Morelos,Recreacion,3,4,5 (Muy importante),BRT,Peseros,4,,,
japhet.sh,Van,Heroes Tecamec,Dentro CETRAM,T5000751,15,10,6,5,19.54485 -99.04014,7/14/13 12:58,7/14/13,12:58:02 PM,M0905723,male,25-44,None,Secundaria,Ecatepec de Morelos,Ecatepec de Morelos,Trabajo,3,1,5 (Muy importante),BRT,Peseros,3,,,
japhet.sh,Van,Mexipuerto,Fuera CETRAM,T5966426,15,9,4,6,19.60777 -99.05629,7/14/13 15:25,7/14/13,3:25:01 PM,M0310629,male,18-24,None,Preparatoria,Ecatepec de Morelos,Ecatepec de Morelos,Recreacion,3,2,5 (Muy importante),Metro,Peseros,5,,,
japhet.sh,Van,Heroes Tecamec,Dentro CETRAM,T7411730,15,15,8,0,19.55434 -99.05087,7/14/13 13:34,7/14/13,1:34:10 PM,M0931298,male,18-24,None,Preparatoria,Ecatepec de Morelos,Tecamec,Trabajo,3,1,4,Metro,Peseros,3,,,
japhet.sh,Van,Heroes Tecamec,Dentro CETRAM,T5302908,15,13,8,2,19.54485 -99.04014,7/14/13 13:04,7/14/13,1:04:51 PM,F2408171,female,45-64,None,Licenciatura,Ecatepec de Morelos,Tizayuca,Recreacion,3,4,5 (Muy importante),Peseros,Peseros,5,,,
japhet.sh,Van,Heroes Tecamec,Dentro CETRAM,T2868985,15,11,6,4,19.54485 -99.04014,7/14/13 13:09,7/14/13,1:09:32 PM,M9385879,male,25-44,1 to 2,Secundaria,Nezahualcoyotl,Cuautitlan Izcalli,Recreacion,3,2,5 (Muy importante),Peseros,Peseros,3,,,
Kuan,Van,Heroes Tecamec,Dentro CETRAM,T1808428,15,11,6,4,19.54178 -99.03599,7/16/13 17:08,7/16/13,5:08:16 PM,M3110043,male,0-17,None,Preparatoria,Ecatepec de Morelos,Ecatepec de Morelos,Estudio,3,3,5 (Muy importante),Metro,Peseros,3,,,
Kuan,Van,Heroes Tecamec,Dentro CETRAM,T1804661,15,0,0,0,19.55177 -99.04955,7/16/13 17:15,7/16/13,5:15:31 PM,F4794130,female,18-24,None,Licenciatura,Ecatepec de Morelos,Ecatepec de Morelos,Trabajo,3,4,5 (Muy importante),Metro,Taxi,3,,,
Kuan,Van,Mexipuerto,Dentro CETRAM,T1260692,15,7,2,8,19.56155 -99.04962,7/16/13 18:42,7/16/13,6:42:54 PM,M5296612,male,18-24,None,Preparatoria,Ecatepec de Morelos,Ecatepec de Morelos,Trabajo,3,1,5 (Muy importante),Taxi,Peseros,3,,,
Kuan,Van,Heroes Tecamec,Dentro CETRAM,T5323452,15,11,6,4,19.53545 -99.02342,7/16/13 17:03,7/16/13,5:03:09 PM,M8776354,male,25-44,None,Licenciatura,Ecatepec de Morelos,Tecamec,Trabajo,3,5,5 (Muy importante),Metro,Peseros,3,,,
Kuan,Van,Heroes Tecamec,Fuera CETRAM,T5649447,15,8,6,7,19.54306 -99.03801,7/11/13 16:37,7/11/13,4:37:50 PM,M2565420,male,,,,,,,3,1,5 (Muy importante),BRT,Peseros,,,,
lqchen,Van,Heroes Tecamec,Fuera CETRAM,T9141315,15,11,6,4,19.55251 -99.02929,7/13/13 17:15,7/13/13,5:15:49 PM,M5522064,male,25-44,None,Preparatoria,Ecatepec de Morelos,Tecamec,Otro,3,4,5 (Muy importante),Metro,Peseros,1,,,
lqchen,Van,Heroes Tecamec,Fuera CETRAM,T2327356,15,11,6,4,19.5364 -99.0256,7/13/13 16:59,7/13/13,4:59:08 PM,M6998760,male,18-24,None,Preparatoria,Ecatepec de Morelos,Tecamec,Otro,3,1,5 (Muy importante),BRT,Taxi,No se,,,
maggihellaryfranco,Van,El Rosario,Dentro CETRAM,T1330168,15,0,0,0,19.51557 -99.21215,13/07/2013 13:02:17,7/13/13,1:02:17 PM,M6572167,male,25-44,None,Licenciatura,Azcapotzalco,Atizapan de Zaragoza,Recreacion,3,1,5 (Muy importante),Metro,BRT,5,,,
maggihellaryfranco,Van,Heroes Tecamec,Dentro CETRAM,T2173930,15,0,0,0,19.54068 -99.03281,15/07/2013 13:09:40,7/15/13,1:09:40 PM,F3926640,female,25-44,1 to 2,Licenciatura,Ecatepec de Morelos,Ecatepec de Morelos,Trabajo,3,3,5 (Muy importante),Metro,Peseros,3,,,
maggihellaryfranco,Van,Heroes Tecamec,Dentro CETRAM,T2173930,15,0,0,0,19.53828 -99.02968,15/07/2013 13:08:05,7/15/13,1:08:05 PM,M7179722,male,18-24,1 to 2,Licenciatura,Ecatepec de Morelos,Ecatepec de Morelos,Trabajo,3,3,5 (Muy importante),Metro,Peseros,3,,,
maggihellaryfranco,Van,Heroes Tecamec,Dentro CETRAM,T2173930,15,0,0,0,19.59831 -99.03637,15/07/2013 13:36:57,7/15/13,1:36:57 PM,M1354744,male,18-24,None,Secundaria,Ecatepec de Morelos,Tecamec,Otro,3,4,5 (Muy importante),Metro,BRT,4,,,
maggihellaryfranco,Van,Heroes Tecamec,Dentro CETRAM,T2173930,15,0,0,0,19.53548 -99.02351,15/07/2013 13:05:21,7/15/13,1:05:21 PM,F2049495,female,0-17,1 to 2,Secundaria,Ecatepec de Morelos,Tecamec,Recreacion,3,5,5 (Muy importante),Metro,Peseros,5,,,
maggihellaryfranco,Van,Heroes Tecamec,Fuera CETRAM,T0849282,15,0,0,0,19.62238 -99.04375,16/07/2013 13:22:06,7/16/13,1:22:06 PM,M6559725,male,18-24,None,Preparatoria,Ecatepec de Morelos,Tecamec,Trabajo,3,3,5 (Muy importante),Metro,Peseros,No se,,,
maggihellaryfranco,Van,Mexipuerto,Fuera CETRAM,T9933751,15,0,0,0,19.64036 -99.05399,16/07/2013 13:57:04,7/16/13,1:57:04 PM,M3166516,male,18-24,None,Preparatoria,Tecamec,Ecatepec de Morelos,Otro,3,4,4,Metro,Taxi,No se,,,
mercy.eslo,Van,Heroes Tecamec,Dentro CETRAM,T9886452,15,14,0,1,19.53587 -99.02408,7/11/13 16:24,7/11/13,4:24:26 PM,M8378215,male,18-24,None,Licenciatura,Cuauhtemoc,Tecamec,Otro,3,3,5 (Muy importante),Trolebus,Peseros,5,,,
mercy.eslo,Van,Heroes Tecamec,Fuera CETRAM,T0605583,15,7,2,8,19.44199 -99.20441,7/13/13 14:12,7/13/13,2:12:45 PM,M0083654,male,25-44,None,Preparatoria,Ecatepec de Morelos,Ecatepec de Morelos,Trabajo,3,3,5 (Muy importante),Metro,Peseros,5,,,
mercy.eslo,Van,Mexipuerto,Fuera CETRAM,T5352863,15,0,0,0,19.53563 -99.02668,7/12/13 16:34,7/12/13,4:34:50 PM,F4298852,female,0-17,None,Preparatoria,Ecatepec de Morelos,Ecatepec de Morelos,Otro,3,5,5 (Muy importante),Metro,Peseros,5,,,
mercy.eslo,Van,Mexipuerto,Fuera CETRAM,T5352863,15,0,0,0,19.59329 -99.03872,7/12/13 17:03,7/12/13,5:03:41 PM,M1627355,male,25-44,None,Licenciatura,Ecatepec de Morelos,Tecamec,Otro,3,1,5 (Muy importante),BRT,Taxi,5,,,
mercy.eslo,Van,Mexipuerto,Fuera CETRAM,T5352863,15,0,0,0,19.54767 -99.04271,7/12/13 16:43,7/12/13,4:43:13 PM,M7192829,male,25-44,None,Preparatoria,Ecatepec de Morelos,Tecamec,Trabajo,3,5,Importancia de la segurdad?,Metro,Taxi,3,,,
mercy.eslo,Van,Mexipuerto,Fuera CETRAM,T9053654,15,11,0,4,19.33167 -99.18633,7/12/13 17:46,7/12/13,5:46:46 PM,M3841177,male,18-24,1 to 2,Preparatoria,Tecamec,Ecatepec de Morelos,Otro,3,3,3,Taxi,Peseros,5,,,
metamorphosis.an,Van,Mexipuerto,Dentro CETRAM,T8384525,15,7,4,8,19.62822 -99.02146,7/16/13 13:48,7/16/13,1:48:52 PM,M2389699,male,18-24,None,Licenciatura,Chimalhuac��n,Nezahualcoyotl,Estudio,3,3,5 (Muy importante),BRT,Peseros,No se,,,
metamorphosis.an,Van,Mexipuerto,Dentro CETRAM,T8116970,15,4,3,11,19.5488 -99.05264,7/12/13 15:23,7/12/13,3:23:30 PM,F6405284,female,45-64,None,Licenciatura,Coacalco de Berriozal,Ecatepec de Morelos,Trabajo,3,1,5 (Muy importante),Metro,Peseros,3,,,
metamorphosis.an,Van,Heroes Tecamec,Dentro CETRAM,T0338233,15,12,5,3,19.5526 -99.05137,7/14/13 13:11,7/14/13,1:11:05 PM,M9206125,male,25-44,None,Preparatoria,Ecatepec de Morelos,Coacalco de Berriozal,Compra,3,1,5 (Muy importante),Taxi,Peseros,3,,,
metamorphosis.an,Van,Heroes Tecamec,Dentro CETRAM,T5530216,15,8,4,7,19.54335 -99.03827,7/11/13 13:02,7/11/13,1:02:50 PM,F6192368,female,25-44,None,Licenciatura,Ecatepec de Morelos,Cocotitlan,Trabajo,3,1,5 (Muy importante),Metro,Peseros,No se,,,
metamorphosis.an,Van,Heroes Tecamec,Fuera CETRAM,T7066155,15,0,0,0,19.58602 -99.03983,7/15/13 13:33,7/15/13,1:33:36 PM,F7643483,female,18-24,None,Preparatoria,Ecatepec de Morelos,Ecatepec de Morelos,Estudio,3,1,5 (Muy importante),Metro,Taxi,No se,,,
metamorphosis.an,Van,Mexipuerto,Dentro CETRAM,T8384525,15,7,4,8,19.63344 -99.02673,7/16/13 13:45,7/16/13,1:45:12 PM,F3117070,female,25-44,Mas,Primaria,Ecatepec de Morelos,Ecatepec de Morelos,Otro,3,3,5 (Muy importante),Taxi,Peseros,3,,,
metamorphosis.an,Van,Mexipuerto,Dentro CETRAM,T8384525,15,7,4,8,19.63215 -99.02006,7/16/13 13:46,7/16/13,1:46:58 PM,M1626387,male,25-44,Mas,Secundaria,Ecatepec de Morelos,Ecatepec de Morelos,Otro,3,3,5 (Muy importante),Taxi,Peseros,3,,,
metamorphosis.an,Van,Mexipuerto,Dentro CETRAM,T8116970,15,9,5,6,19.62189 -99.02491,7/12/13 14:42,7/12/13,2:42:58 PM,F5645111,female,25-44,3 to 4,Licenciatura,Ecatepec de Morelos,Ecatepec de Morelos,Otro,3,3,3,Peseros,BRT,5,,,
metamorphosis.an,Van,Mexipuerto,Dentro CETRAM,T5523167,15,9,6,6,19.59983 -99.04578,7/14/13 16:58,7/14/13,4:58:21 PM,F9026289,female,18-24,1 to 2,Preparatoria,Ecatepec de Morelos,Ecatepec de Morelos,Otro,3,3,5 (Muy importante),Metro,Trolebus,No se,,,
metamorphosis.an,Van,Mexipuerto,Fuera CETRAM,T4283967,15,0,0,0,19.59875 -99.04082,7/15/13 14:53,7/15/13,2:53:54 PM,F7070153,female,45-64,1 to 2,Primaria,Ecatepec de Morelos,Ecatepec de Morelos,Trabajo,3,3,5 (Muy importante),Peseros,Taxi,No se,,,
metamorphosis.an,Van,Mexipuerto,Fuera CETRAM,T4283967,15,0,0,0,19.59665 -99.04055,7/15/13 14:46,7/15/13,2:46:38 PM,M3336539,male,45-64,1 to 2,Sin estudios,Ecatepec de Morelos,Ecatepec de Morelos,Trabajo,3,1,3,Peseros,Trolebus,No se,,,
